role,title,company,sql,excel,power bi,tableau,python,statistics,data analytics,machine learning,data visualization,etl,communication,problem solving
data-science,business analytics,jp it staffing llc,0,1,1,0,0,0,0,0,0,0,1,0
data-science,artificial intelligence (ai),hooman digital llp,0,0,0,0,1,0,0,1,0,0,0,0
data-science,ai prompt engineer & tester,crazy for success foundation,0,0,0,0,0,0,0,0,0,0,0,0
data-science,ai agent development,nayepankh foundation,0,0,0,0,0,0,0,1,0,0,0,0
data-science,ai-first product development,creating minds,0,0,0,0,0,0,0,0,0,0,1,1
data-science,artificial intelligence (ai),plumo,0,0,0,0,1,0,0,1,0,0,0,0
data-science,fintech in financial markets,aurel david,0,0,0,0,1,0,1,0,0,0,0,0
data-science,ai agent development,enlight lab,0,0,0,0,1,0,0,0,0,0,0,0
data-science,"technical (robotics, iot, ai & embedded systems)",robonauts india,0,0,0,0,1,0,0,0,0,0,0,0
data-science,ai agent development,youth growth foundation,0,0,0,0,1,0,0,0,0,0,1,0
data-science,mis- ops,bnm business solutions llp,0,1,0,0,0,0,0,0,0,0,0,0
data-science,market research,she can foundation,0,1,0,0,0,0,1,0,0,0,0,0
data-science,global market analyst,pipraiser,0,0,0,0,0,0,0,0,0,0,0,0
data-science,ai automation development,she can foundation,0,0,0,0,1,0,0,1,0,0,0,0
data-science,ai data analytics,she can foundation,0,0,0,0,0,0,1,1,1,0,0,1
data-science,artificial intelligence (ai) tester,skidev edutech private limited,0,0,0,0,1,0,0,1,0,0,0,0
data-science,automation n8n,sankar group,0,0,0,0,0,0,0,0,0,0,0,0
data-science,ai anime and animation production,sutra digital,0,0,0,0,0,0,0,0,0,0,0,0
data-science,fresher marketing analyst(work from home),abuem workifying llp,0,0,0,0,0,0,1,0,0,0,1,1
data-science,prompt engineering,she can foundation,0,0,0,0,0,0,0,0,0,0,0,1
data-science,business analytics,skidev edutech private limited,1,1,0,0,1,0,1,0,0,0,1,0
data-science,data analytics,skidev edutech private limited,1,1,1,1,1,0,1,0,1,0,0,0
data-science,ai agent development,she can foundation,0,0,0,0,0,0,0,0,0,0,0,0
data-science,ai business development,helllo.ai,0,0,0,0,0,0,0,0,0,0,1,0
data-science,operations mis & data,daalchini technologies,1,1,0,0,1,0,1,0,0,0,0,0
data-science,no code development,she can foundation,0,0,0,0,1,0,0,1,0,0,0,0
data-science,ai web development,she can foundation,1,0,0,0,1,0,0,0,0,0,0,0
data-science,mis- operations (campaign and lead),bnm business solutions llp,0,1,0,0,0,0,0,0,0,0,1,0
data-science,gen ai/llm,resolute ai software private limited,0,0,0,0,1,0,0,1,0,0,0,0
data-science,ai solution engineer,resolute ai software private limited,0,0,0,0,0,0,0,0,0,0,0,0
data-science,business analytics,tercept incorporation,1,1,0,0,0,0,1,0,0,0,0,1
data-science,data analytics,mana and kias infrastructures limited,1,1,1,0,1,0,1,0,1,0,0,0
data-science,artificial intelligence (ai),across the globe (atg),0,0,0,0,1,0,0,1,0,0,0,0
data-science,business analytics,hamsi marketing private limited,0,1,0,0,1,0,1,0,0,0,0,0
data-science,mern stack cum python developer (ai ml),meru technosoft private limited,1,0,0,0,1,0,0,0,0,0,0,0
data-science,ai full stack developer,"livesitter (atlanta, united states)",1,0,0,0,1,0,0,0,0,0,0,0
data-science,reinforcement learning research,arakoo,0,0,0,0,0,0,0,0,0,0,0,0
data-science,instructional designer (technical courses - curriculum design),kalvium,0,0,0,0,0,0,0,0,0,0,0,0
data-science,business analytics,plexmato,0,1,0,0,0,0,1,0,0,0,1,0
data-science,financial analyst,zuvomo private limited,0,1,0,0,0,0,1,0,0,0,0,0
data-science,hr operations,vahan technologies india private limited,0,1,0,0,0,0,1,0,0,0,0,0
data-science,e-commerce,dr. odin,0,0,0,0,0,0,0,0,0,0,0,0
data-science,ai web development,nayepankh foundation,0,0,0,0,0,0,0,0,0,0,0,0
data-science,ai visual content creator,namaah pvt ltd,0,0,0,0,0,0,0,0,0,0,0,0
data-science,no code development,nayepankh foundation,0,0,0,0,0,0,0,0,0,0,1,0
data-science,quality control,plexmato,0,1,0,0,0,0,1,0,0,0,0,0
data-science,ai & python developer,acumensa technologies,0,0,0,0,1,0,0,0,0,0,0,0
data-science,ai video creator,soulstarr ai,0,0,0,0,0,0,0,0,0,0,0,0
data-science,strategy and research,sunstone,0,0,0,0,0,0,0,0,0,0,0,0
data-science,business strategy,play my opinion,0,0,0,0,0,0,0,0,0,0,0,0
data-science,artificial intelligence (ai),disruptive consultancy services private limited (development monitors india),1,1,0,0,1,0,0,1,0,0,1,0
data-science,artificial intelligence (ai),karma infratech,0,0,0,0,0,0,0,0,0,0,0,0
data-science,applied ai research (algorithms & machine learning),vyorius drones private limited,0,0,0,0,1,0,0,1,0,0,0,0
data-science,data science,ai4see private limited,0,0,0,0,1,1,1,1,0,0,0,0
data-science,founders office (analytics & operations),jampacked,1,1,0,0,0,0,0,0,0,0,1,0
data-science,data analytics,calipers consulting private limited,1,1,1,1,1,0,1,0,0,0,0,0
data-science,data analytics,cloudlead technologies private limited,1,1,0,1,1,0,0,0,0,0,0,0
data-science,founders office,simit bhagat studios,0,0,0,0,0,0,0,0,0,0,1,0
data-science,artificial intelligence (ai),seven seas hospitality,0,0,0,0,0,0,0,0,0,0,0,0
data-science,ai agent development,queens of change foundation,0,0,0,0,0,0,0,0,0,0,0,0
data-science,data analytics,krutrim insights,0,0,0,0,0,0,1,0,0,0,0,0
data-science,founding ml/ai engineering,"tracer (san francisco, united states)",0,0,0,0,1,0,0,1,0,0,0,0
data-science,data operations executive,affinityanswers,1,1,0,0,0,0,1,0,0,0,0,1
data-science,machine learning,symonis,0,0,0,0,1,0,1,1,0,0,0,0
data-science,artificial intelligence (ai),skidev edutech private limited,0,0,0,0,1,0,1,1,0,0,0,0
data-science,prompt engineering,skidev edutech private limited,0,0,0,0,0,0,0,0,0,0,1,1
data-science,performance marketing,91 ninjas private limited,0,1,0,0,0,0,0,0,0,0,0,0
data-science,product intern,alyve health,0,0,0,0,0,0,1,0,0,0,0,0
data-science,artificial intelligence (ai),the product folks,0,0,0,0,1,0,0,0,0,0,1,0
data-science,senior ai engineer (rag & generative ai),md shahbaz ansari,1,0,0,0,1,0,0,1,0,0,0,0
data-science,full stack development,time tours,1,0,0,0,0,0,0,0,0,0,0,0
data-science,agentic engineer,cometchat,0,0,0,0,0,0,0,0,0,0,0,0
data-science,backend development,alemeno,1,0,0,0,1,0,0,1,0,0,0,0
data-science,full stack development,login2xplore,0,0,0,0,1,0,0,0,0,0,0,0
data-science,quant analyst,institute of digital risk,0,0,0,0,0,1,1,0,0,0,0,0
data-science,artificial intelligence (ai),gharpayy,0,0,0,0,1,0,0,1,0,0,0,0
data-science,ai/ml developer,bharatx genai private limited,1,0,0,0,1,0,0,1,0,0,0,1
data-science,technical summer intern,"national e-governance division (negd), meity",0,0,0,0,0,0,0,0,0,0,0,0
data-science,phd research intern,uber,0,0,0,0,1,0,0,1,0,0,0,1
data-science,research scientist,adobe,0,0,0,0,0,0,0,1,0,0,0,1
data-science,product,cashkaro,0,0,0,0,0,0,1,0,0,0,0,0
data-science,ventur build,ey,1,0,0,0,0,0,1,0,0,0,1,0
data-science,"student researcher, 2026",google,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,reactjs / python developer,shrimayanand research and innovation( pvt. ltd ),0,0,0,0,1,0,0,0,0,0,1,0
data-engineer,full stack development,vaultboard consulting private limited,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,front end development,tjl dynamics,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,full stack development,experted nexus,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,full stack development,medows ai,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,web development,good dopamine technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
data-engineer,website development sales,alteringfuture,0,0,0,0,0,0,0,0,0,0,1,0
data-engineer,python development,xpertstim it services pvt. ltd.,0,0,0,0,1,0,0,0,0,0,0,0
data-engineer,web development,zerqube labs,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,devops,bestriptech solutions private limited,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,full stack development,sarkari  station,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,data entry,awttn inc.,0,1,0,0,1,0,0,0,0,0,0,0
data-engineer,"forward deployed ai engineer, software engineering",dharatal ai systems pvt ltd,0,0,0,0,1,0,0,0,0,0,0,0
data-engineer,web development,codershive,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,web development  (wordpress & ai specialist),nikharv consultancy,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,full stack development,w3ai,1,0,0,0,1,0,0,0,0,0,0,0
data-engineer,backend engineering,anantnetra technologies,1,0,0,0,1,0,0,0,0,0,0,0
data-engineer,full stack development,sss corporation private limited,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,front end development,retax infotech private limited,0,0,0,0,0,0,0,0,0,0,1,0
data-engineer,full stack development,scalyx,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,web development,federation of ramya educational institutions,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,product management,precizoncare technology private limited,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,software development engineering (web),trendyworks technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
data-engineer,flutter development,printila services private limited,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,software testing,best code technology,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,website admin,altslash studio,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,web development,linguisthubs,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,mobile app testing,luxere,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,flutter development,rashivashi,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,flutter development,siksha360,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,mobile app testing,sumanth aleti,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,mobile app development,yantron technology private limited,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,full stack development,autom8ai,1,0,0,0,0,0,0,0,0,0,0,0
data-engineer,full stack development,mezenga holidays,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,reactjs development,odisoft technology private limited,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,full stack development,divya sangam,1,0,0,0,1,0,0,0,0,0,0,0
data-engineer,cloud computing,sai computech,0,0,0,0,1,0,0,0,0,0,0,0
data-engineer,backend development,sproutxp,1,0,0,0,1,0,0,0,0,0,0,0
data-engineer,mobile app development,mukul arora,0,0,0,0,0,0,0,0,0,0,0,0
data-engineer,front end development,digitalex solutions,0,0,0,0,0,0,0,0,0,0,0,1
machine-learning,python development,basti ki pathshala foundation,0,0,0,0,1,0,1,1,0,0,0,0
machine-learning,python development,amrata,0,0,0,0,1,0,0,1,0,0,0,0
machine-learning,content writing (research associate in computer science),megaminds it services,0,0,0,0,1,0,0,1,0,0,0,0
machine-learning,python development,qubixo,0,0,0,0,1,0,0,1,0,0,1,0
machine-learning,python development,nayepankh foundation,0,0,0,0,1,0,0,1,0,0,0,0
machine-learning,full stack development,factech automation solutions private limited,1,0,0,0,1,0,0,1,0,0,0,0
machine-learning,full stack development,floneo,1,0,0,0,1,0,0,1,0,0,0,0
machine-learning,python development,twilearn edutech private limited,0,0,0,0,1,0,0,1,0,0,0,0
machine-learning,full stack development,humanity founders,1,0,0,0,1,0,0,0,0,0,0,0
machine-learning,technical content curation,tech analogy,0,0,0,0,1,0,0,0,0,0,0,0
machine-learning,python development,neurasys,0,1,0,0,1,0,0,1,0,0,0,0
machine-learning,executive assistance- office assistance,house of couton private limited,0,0,0,0,0,0,0,1,0,0,1,0
machine-learning,campus ambassador,house of couton private limited,0,0,0,0,0,0,0,1,0,0,1,0
machine-learning,computer vision,vyorius drones private limited,0,0,0,0,0,0,0,1,0,0,0,0
machine-learning,computer science engineering / information technology / artificial intelligence / computer engineering,defence research and development organisation (drdo),0,0,0,0,1,0,1,1,0,0,0,1
artificial-intelligence,creative design,sacom innovations and technologies private limited,0,1,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,social media & content,p&m,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,content and social media marketing,karvvi jewels,0,1,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,founders office,vaibhav agarwal,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,video editing/making,omlogic consulting private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,video editing/making,snetaj solutions,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,software development engineering (web),sallet it soft private limited,1,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,brand management,bhola jewellers,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,operations,kanji sweets,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,startup growth,youdontworry wellness private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,email copywriter and gtm expert,jaipur seo company,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,education and field research,cherysh trust,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,founders office,frudo,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,full stack & cloud engineering,gray mobility,0,0,0,0,1,0,0,0,0,0,0,0
artificial-intelligence,video editing/making,nirogstreet,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,social media content creation,safalta setu,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,business development,neura dynamics,0,0,0,0,0,0,0,0,0,0,1,1
artificial-intelligence,marketing,kapil chhabra,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,product management,propyaar,0,0,0,0,1,0,0,0,0,0,1,0
artificial-intelligence,digital marketing using ai,atul gupta,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,business documentation,formium alliance,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,business development & client relations,takeoff entertainment llp,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,business development (sales),career launcher,0,1,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,sales and marketing,conscious humanity network foundation,0,0,0,0,0,0,0,0,0,0,0,1
artificial-intelligence,journalism,conscious humanity network foundation,0,1,0,0,0,0,0,0,0,0,0,1
artificial-intelligence,game designer,smarrtif ai,0,1,0,0,0,0,1,1,0,0,0,0
artificial-intelligence,creative design,roi luxe international,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,digital marketing,nutanxt technologies,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,content creation & ai creative,sarah & sandeep,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,graphic design,zeos india private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,creative content & video/graphics designer,vaultboard consulting private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,graphic design,storytech,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,seo and martech specialist,illuminati fragrances,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,content and social media marketing,abhimanyu  singhal,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,digital marketing,mappy resources,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,brand and graphic design,drink better private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,e-commerce catalog management,society stores,0,1,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,search engine optimization (seo),atgn corporation private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,operations,mundra consumer product,0,1,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,sales & business development – ai courses and programs,decoding data science,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,integration engineer,cleartax,1,1,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,long form video editor,shreya  rajvanshi,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,"brand, content & growth",triumph sustainability private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,content & e-commerce management,glamwiz,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,vibe coder,queens of change foundation,1,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,graphic design & ai video editing,compendious med works,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,generalist (marketing),stirring minds,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,content and social media marketing,iflame consulting,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,marketing & automation,purebath interiotech private limited,0,1,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,social media marketing,next2one realty,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,executive - brand & social media,optifib industries private limited,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,software development and product management,karuna,1,0,0,0,1,0,0,0,0,0,0,0
artificial-intelligence,wordpress development,grivaa consultancy services,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,sebi/securities law,grivaa consultancy services,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,accounting & taxation,saumya thakkar & associates,0,1,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,aeo marketing,antraweb technologies private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,marketing,olympia industries limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,e-commerce operations & marketing,techsaaz solutions llp,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,vibe coder,she can foundation,0,0,0,0,1,0,0,0,0,0,0,0
artificial-intelligence,video editing/making,openrootai innovations private limited,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,software development,rusaka technologies pvt. ltd.,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,digital marketing,splashgain technology solutions private limited,0,1,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,smart home automation engineer,hrita,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,field sales,openbiz,0,0,0,0,0,0,0,0,0,0,0,0
artificial-intelligence,business development (sales),outsourcify india private limited,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,international business development,outsourcify india private limited,0,0,0,0,0,0,0,0,0,0,1,0
artificial-intelligence,growth & digital operations (global trade),great indian trade alliance,0,0,0,0,0,0,1,0,0,0,0,0
business-intelligence,international business development,head hunter,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,business development (sales),pixrity private limited,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,outreach,trackmyprep,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,sales and marketing,2coms consulting private limited,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,cybersecurity research & content,nexoryn security,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,business development (sales),basicsfoto productions,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,marketing and outreach,insight it,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,growth marketing,unfoldd,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,market research,ravi singh,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,marketing,meevoo,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,content research & development,bssdc,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,business development (sales),stackfordge,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,data analytics,i can i will foundation,1,1,1,1,1,0,1,0,1,0,0,0
business-intelligence,sales and marketing,uday kiran,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,inside sales,adneto technology private limited,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,marketing,brilliant approach private limited,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,sales and marketing,venue,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,content and social media marketing,nedlloyd logistics private limited,0,1,0,0,0,0,0,0,0,0,0,0
business-intelligence,market research & ecosystem,crazy for success foundation,0,1,0,0,0,0,1,0,0,0,1,0
business-intelligence,sales,technobotix private limited,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,lead generation,xtechon,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,market research,centre for responsible business(crb),0,1,0,0,0,0,1,0,0,0,1,0
business-intelligence,sales,scalexpert,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,perfomance marketing,khanna gems private limited,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,sales and marketing,teknnova software solutions private limited,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,franchise sales,khanna gems private limited,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,business development (sales),nocap ventures pvt ltd,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,operations & growth,four carpool,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,lead generation,libertystack solutions,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,sales and marketing,orglance technologies llp,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,lead generation,magicteal,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,business development (sales),kartilio technology llp,0,1,0,0,0,0,0,0,0,0,0,1
business-intelligence,lead generation,careerivy,0,0,0,0,0,0,0,0,0,0,0,0
business-intelligence,presales,dhwani rural information systems private limited,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,fundraising,aerosearch technologies,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,ai growth & business development,scalyft ai,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,content and social media marketing,kargatox knowledge partners,0,1,0,0,0,0,0,0,0,0,1,0
business-intelligence,marketing & business development,netfranex marketing private limited,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,business development,professional pulse,0,0,0,0,0,0,0,0,0,0,1,0
business-intelligence,marketing,bleep education,0,0,0,0,0,0,0,0,0,0,1,0
python,flutter development,padosiagent servtech pvt ltd,1,0,0,0,1,0,0,0,0,0,0,0
python,research and documentation,vaibhav wakade,0,0,0,0,1,0,1,0,0,0,0,0
python,aws/azure cloud operations,thynk cloud,0,0,0,0,1,0,0,0,0,0,0,0
python,embedded systems,vaibhav wakade,0,0,0,0,1,0,0,0,0,0,0,0
python,robotics,discover technologies,0,0,0,0,1,0,0,0,0,0,1,0
python,backend development,empoweru (promorph solutions private limited),0,0,0,0,1,0,0,1,0,0,0,0
python,full stack development,cogzin technology,1,0,0,0,1,0,0,0,0,0,0,0
python,sap cloud developer - trainee - fresher,crossover it consulting services llp,0,0,0,0,1,0,0,0,0,0,0,0
python,software development,quicket solutions,1,0,0,0,1,0,0,0,0,0,1,0
python,cyber security,amrata,0,0,0,0,1,0,0,0,0,0,0,0
python,embedded systems,baby dino,0,0,0,0,1,0,0,0,0,0,0,0
python,robotics,3infotechsolution,0,0,0,0,1,0,0,0,0,0,0,0
python,product management,ridvig technologies,1,0,0,0,1,0,1,0,0,0,0,0
python,full stack development,metnmat research,1,0,0,0,1,0,0,0,0,0,0,0
python,software development,queens of change foundation,1,0,0,0,1,0,0,0,0,0,0,0
python,information technology,citius communications private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,technical content writer,tutorialforgeeks,0,1,0,0,1,0,0,0,0,0,1,0
python,full stack development,adiyog technologies,1,0,0,0,1,0,0,0,0,0,0,0
python,cyber security,qubixo,0,0,0,0,1,0,0,0,0,0,0,0
python,software development,she can foundation,1,0,0,0,1,0,0,0,0,0,0,0
python,software development,tempzsoft,1,1,0,0,1,0,0,0,0,0,1,0
python,python development,queens of change foundation,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,prashant saxena,0,0,0,0,1,0,0,0,0,0,0,0
python,electronics & stem mentor,makeon technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,embedded systems,ubiqedge technology pvt ltd,0,0,0,0,1,0,0,0,0,0,0,0
python,computer science (foundations),primetrade.ai,0,0,0,0,1,0,0,0,0,0,0,1
python,full stack development,ramyoz,1,0,0,0,1,0,0,0,0,0,0,0
python,cyber security,cloud back,0,0,0,0,1,0,0,0,0,0,0,0
python,software development engineering (web),hunt digital media,0,0,0,0,1,0,0,0,0,0,0,0
python,web development,worldotech,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,fitbae healthcare private limited,0,0,0,0,1,0,0,0,0,0,0,1
python,backend development,abhyaasiit educational institute,1,0,0,0,1,0,0,0,0,0,0,0
python,software development,basti ki pathshala foundation,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,sankalptaru foundation,0,0,0,0,1,0,0,0,0,0,0,0
python,information technology,unessa foundation,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,adex media hub,1,0,0,0,1,0,0,0,0,0,0,0
python,growth marketing (tech/ed-tech),cohortlab,0,0,0,0,1,0,0,0,0,0,1,0
python,robotics,fx31 labs,0,0,0,0,1,0,0,0,0,0,1,0
python,product qa & operations,dmrocket,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,omnidya tech llp,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,rugas technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,idea usher,1,0,0,0,1,0,0,0,0,0,0,0
python,developer of automation tools,jaishil sulphur and chemical industries,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,"hitanshu sethi (sydney, australia)",0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,tensorblue,0,0,0,0,1,0,0,0,0,0,0,0
python,electronics engineering,nexaora,0,0,0,0,1,0,0,0,0,0,0,0
python,quantum computing research,raivata bionex private limited,0,0,0,0,1,1,0,0,0,0,0,0
python,electronic & communication engineering associate,megaminds it services,0,0,0,0,1,0,0,0,0,0,1,0
python,python development (night shift | wfh),saasbanana technologies,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,"magiquegift (vancouver, canada)",1,0,0,0,1,0,0,0,0,0,1,0
python,software development,oblytech india private limited,1,0,0,0,1,0,0,0,0,0,0,0
python,software development,apex i soft technologies private limited,1,0,0,0,1,0,0,0,0,0,0,0
python,quality analyst,signzy,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,seed studio llp,1,0,0,0,1,0,0,0,0,0,0,0
python,e-commerce operations,mhlondon,0,1,1,0,1,0,1,0,0,0,1,0
python,python/django & react engineering,the agency source,1,0,0,0,1,0,0,0,0,0,0,0
python,web and app developer,rrr,0,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,hinisys software,1,0,0,0,1,0,0,0,0,0,0,0
python,automation testing,instaweb labs private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,qa testing,meetstream ai,0,0,0,0,1,0,0,0,0,0,0,0
python,backend development,institute of digital risk,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,plexmato,1,0,0,0,1,0,0,0,0,0,0,0
python,backend development,rivyou,1,0,0,0,1,0,0,0,0,0,1,0
python,software development,kamal talwar,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,livnsense,1,0,0,0,1,0,0,0,0,0,0,0
python,mobile app development,humanity founders,1,0,0,0,1,0,0,0,0,0,1,1
python,software development,planys technologies private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,product development,anam dhila,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,techvolt software private limited,0,0,0,0,1,0,0,0,0,0,0,0
python,python developer (serverless),across the globe (atg),1,0,0,0,1,0,0,0,0,0,0,0
python,full stack development,growthgear,0,0,0,0,1,0,0,0,0,0,0,0
python,electrical & electronics engineering research associate,megaminds it services,0,0,0,0,1,0,0,0,0,0,1,0
python,software development,digital heroes,1,0,0,0,1,0,0,0,0,0,0,0
python,full stack developer,digital heroes,1,1,0,0,1,0,0,0,0,0,0,0
